MONTH,DAY,YEAR,DOY,TMAX,TMIN,TMEAN,RAIN
1,1,2016,1,0.44,-10.73,-5.15,0
1,2,2016,2,1.69,-13.57,-5.94,0
1,3,2016,3,-3.18,-10.53,-6.86,0
1,4,2016,4,-4.81,-8.5,-6.66,0
1,5,2016,5,2.48,-9.15,-3.34,0
1,6,2016,6,0.84,-1.13,-0.15,0
1,7,2016,7,0.98,-0.28,0.35,0
1,8,2016,8,0.45,-5.34,-2.45,0
1,9,2016,9,-5.07,-19.89,-12.48,0
1,10,2016,10,-8.17,-21.2,-14.69,0
1,11,2016,11,1.5,-12.31,-5.41,0
1,12,2016,12,-1.99,-15.61,-8.8,0
1,13,2016,13,5.11,-8.96,-1.93,0
1,14,2016,14,7.94,-1.07,3.44,0
1,15,2016,15,2.56,-9.81,-3.63,0
1,16,2016,16,-1.46,-14.82,-8.14,0
1,17,2016,17,-13.97,-22.72,-18.35,0
1,18,2016,18,-7.91,-21.13,-14.52,0
1,19,2016,19,-6.13,-8.63,-7.38,0
1,20,2016,20,-3.17,-8.04,-5.61,0
1,21,2016,21,-2.98,-6.85,-4.92,0
1,22,2016,22,-3.95,-7.45,-5.7,0
1,23,2016,23,-1.72,-7.12,-4.42,0
1,24,2016,24,0.77,-6.99,-3.11,0
1,25,2016,25,-0.34,-4.16,-2.25,0
1,26,2016,26,0.84,-11.32,-5.24,0
1,27,2016,27,4.13,-12.97,-4.42,0
1,28,2016,28,4.45,-2.05,1.2,0
1,29,2016,29,9.38,-2.58,3.4,0
1,30,2016,30,10.77,-2.58,4.1,0
1,31,2016,31,7.87,-1.59,3.14,0
2,1,2016,32,4.45,-4.28,0.09,0
2,2,2016,33,1.77,-3.96,-1.1,0
2,3,2016,34,-3.63,-14.02,-8.83,0
2,4,2016,35,-2.33,-14.42,-8.38,0
2,5,2016,36,0.26,-12.78,-6.26,0
2,6,2016,37,3.01,-12.05,-4.52,0
2,7,2016,38,5.24,-3.1,1.07,0
2,8,2016,39,0.71,-4.09,-1.69,0
2,9,2016,40,-3.96,-10.47,-7.22,0
2,10,2016,41,3.46,-8.23,-2.39,0
2,11,2016,42,-2.25,-9.22,-5.74,0
2,12,2016,43,-3.43,-11.26,-7.35,0
2,13,2016,44,-7.64,-11.98,-9.81,0
2,14,2016,45,2.48,-8.56,-3.04,0
2,15,2016,46,6.03,-2.71,1.66,0
2,16,2016,47,3.54,-1.26,1.14,0
2,17,2016,48,8.59,-1.52,3.54,0
2,18,2016,49,18.58,2.16,10.37,0
2,19,2016,50,18.06,5.18,11.62,0
2,20,2016,51,11.75,-0.47,5.64,0
2,21,2016,52,11.16,-0.01,5.58,0
2,22,2016,53,6.1,1.57,3.84,0
2,23,2016,54,9.19,-2.44,3.38,0
2,24,2016,55,5.31,-4.22,0.55,0
2,25,2016,56,1.9,-3.89,-1,0
2,26,2016,57,11.03,-6.13,2.45,0
2,27,2016,58,23.52,-2.7,10.41,0
2,28,2016,59,13.93,-2.77,5.58,0
2,29,2016,60,15.5,-2.45,6.53,0
3,1,2016,61,-0.94,-7.83,-4.39,0
3,2,2016,62,11.36,-8.03,1.67,0
3,3,2016,63,4.59,-5.54,-0.48,0
3,4,2016,64,15.17,-6.06,4.56,0
3,5,2016,65,16.29,-3.43,6.43,0
3,6,2016,66,24.57,6.37,15.47,0
3,7,2016,67,25.75,9.59,17.67,0
3,8,2016,68,18.12,5.44,11.78,0
3,9,2016,69,16.67,-2.58,7.05,0
3,10,2016,70,19.31,-0.8,9.26,0
3,11,2016,71,22.53,2.42,12.48,0
3,12,2016,72,11.76,3.08,7.42,0
3,13,2016,73,17.41,10.18,13.8,0
3,14,2016,74,24.76,3.34,14.05,0
3,15,2016,75,13.6,4.53,9.07,0
3,16,2016,76,14.84,0.78,7.81,0
3,17,2016,77,13.92,-3.36,5.28,0
3,18,2016,78,7.61,-5.47,1.07,0
3,19,2016,79,5.12,-6,-0.44,0
3,20,2016,80,8.2,-6.06,1.07,0
3,21,2016,81,20.16,-4.68,7.74,0
3,22,2016,82,18.98,10.71,14.85,0
3,23,2016,83,14.72,0.32,7.52,0
3,24,2016,84,6.36,-6.33,0.02,0
3,25,2016,85,14.84,-6.32,4.26,0
3,26,2016,86,9.2,-0.54,4.33,0
3,27,2016,87,9.25,-2.12,3.57,0
3,28,2016,88,20.42,-3.03,8.7,0
3,29,2016,89,18.99,6.76,12.88,0
3,30,2016,90,24.23,8.34,16.29,0
3,31,2016,91,13,4,8.5,0
4,1,2016,92,6.95,-3.24,1.86,0
4,2,2016,93,14.64,-2.25,6.2,0
4,3,2016,94,28.9,2.69,15.8,0
4,4,2016,95,14.51,2.95,8.73,0
4,5,2016,96,23.25,5.05,14.15,0
4,6,2016,97,15.89,3.6,9.75,0
4,7,2016,98,14.06,-1.27,6.4,0
4,8,2016,99,12.48,-2.71,4.89,0
4,9,2016,100,15.04,-5.8,4.62,0
4,10,2016,101,19.5,5.91,12.71,0
4,11,2016,102,11.62,-1,5.31,0
4,12,2016,103,19.5,-5.07,7.22,0
4,13,2016,104,25.35,3.41,14.38,0
4,14,2016,105,23.98,8.21,16.1,0
4,15,2016,106,25.02,9.65,17.34,0
4,16,2016,107,22.27,13.86,18.07,0
4,17,2016,108,22.53,14.85,18.69,4.06
4,18,2016,109,15.31,8.27,11.79,18.8
4,19,2016,110,14.71,7.55,11.13,0
4,20,2016,111,14.45,9.59,12.02,44.45
4,21,2016,112,19.31,10.44,14.88,2.54
4,22,2016,113,19.63,5.12,12.38,0
4,23,2016,114,25.81,9.32,17.57,0
4,24,2016,115,26.86,13.07,19.97,7.11
4,25,2016,116,22.53,9.72,16.13,0
4,26,2016,117,23.19,10.44,16.82,5.59
4,27,2016,118,17.41,7.35,12.38,20.32
4,28,2016,119,9.72,6.43,8.08,0
4,29,2016,120,8.86,6.17,7.52,0
4,30,2016,121,10.12,6.56,8.34,24.89
5,1,2016,122,9.65,6.24,7.95,1.52
5,2,2016,123,17.59,6.1,11.85,0
5,3,2016,124,21.41,3.61,12.51,0
5,4,2016,125,20.56,7.75,14.16,0
5,5,2016,126,25.22,4.14,14.68,0
5,6,2016,127,30.6,8.41,19.51,0
5,7,2016,128,22.27,12.67,17.47,0
5,8,2016,129,23.91,12.87,18.39,1.78
5,9,2016,130,21.95,12.35,17.15,37.08
5,10,2016,131,24.49,8.53,16.51,12.19
5,11,2016,132,21.02,11.36,16.19,53.09
5,12,2016,133,19.96,8.41,14.19,0
5,13,2016,134,22.79,6.3,14.55,0
5,14,2016,135,14.58,1.9,8.24,0
5,15,2016,136,18.32,1.96,10.14,0
5,16,2016,137,12.15,8.67,10.41,6.86
5,17,2016,138,20.16,4.99,12.58,0
5,18,2016,139,21.35,6.5,13.93,0
