MONTH,DAY,YEAR,DOY,TMAX,TMIN,TMEAN,RAIN
1,1,2016,1,3.4,-5.2,-1.3,0
1,2,2016,2,6.1,-3.6,0.8,0
1,3,2016,3,2.7,-4.7,-1.8,0
1,4,2016,4,1.4,-5.8,-2.6,0
1,5,2016,5,4.2,-7,-2,0
1,6,2016,6,4.5,-5,0.6,0
1,7,2016,7,6.4,3.6,5.3,7.37
1,8,2016,8,8.7,2.5,5.6,0.25
1,9,2016,9,2.7,-12.5,-3.4,0
1,10,2016,10,-9.2,-16.8,-13.1,0
1,11,2016,11,1.9,-12.4,-3.7,1.27
1,12,2016,12,2.2,-11,-4.8,0
1,13,2016,13,8,-11.9,-1.4,0
1,14,2016,14,15.8,-0.9,7.1,0
1,15,2016,15,9,-4.2,1.9,0.51
1,16,2016,16,-0.1,-8.4,-4.5,0
1,17,2016,17,-5.4,-16.9,-12.3,0
1,18,2016,18,-8.7,-18.6,-13.8,0
1,19,2016,19,-5.7,-10.7,-7.7,0
1,20,2016,20,0.3,-10.9,-6.6,3.81
1,21,2016,21,-4.2,-7.1,-5.7,0
1,22,2016,22,-3.3,-7.1,-5.2,0
1,23,2016,23,0.6,-9.4,-4.1,0
1,24,2016,24,10.2,-5.3,1.7,0
1,25,2016,25,10.2,-0.5,3.2,0
1,26,2016,26,0.2,-2.5,-1.2,0
1,27,2016,27,6.3,-6.8,0.7,0
1,28,2016,28,9.9,-0.1,4.6,0
1,29,2016,29,12.4,-4,4.5,0
1,30,2016,30,16.2,3.8,9.1,0
1,31,2016,31,15.6,4.1,8.3,0
2,1,2016,32,11.4,2.2,6.2,0
2,2,2016,33,17.3,3,9.8,0
2,3,2016,34,3.2,-3,-0.4,0
2,4,2016,35,5.1,-7.5,-1.3,0
2,5,2016,36,6.1,-6.2,-1,0
2,6,2016,37,11.8,-2.4,4.1,0
2,7,2016,38,10.7,1.3,5.5,0
2,8,2016,39,1.3,-5.7,-3.1,0
2,9,2016,40,-2.9,-8.7,-6.5,0
2,10,2016,41,-2.7,-10.4,-6.7,0
2,11,2016,42,0,-6.9,-3.8,0.25
2,12,2016,43,0.9,-9.3,-3.3,0.25
2,13,2016,44,-5.8,-12.2,-8.9,0
2,14,2016,45,0.1,-7.1,-3.2,2.54
2,15,2016,46,5.5,-2.6,0.1,0
