MONTH,DAY,YEAR,DOY,TMAX,TMIN,TMEAN,RAIN
1,1,2016,1,13.4,11.3,12.4,0
1,2,2016,2,12.1,6.8,9.1,19.3
1,3,2016,3,6.8,5.5,6,37.08
1,4,2016,4,13.3,4.4,7.5,1.02
1,5,2016,5,17.2,2.9,9.7,0
1,6,2016,6,16.6,2.7,10.9,0
1,7,2016,7,21.4,12,16.2,5.08
1,8,2016,8,22.5,8.1,16,0
1,9,2016,9,20.8,11.3,15.9,0.25
1,10,2016,10,20.4,6.4,14.2,0
1,11,2016,11,12.9,0.9,6.2,0
1,12,2016,12,11.5,1.8,8.4,1.27
1,13,2016,13,18.7,4,11.6,0
1,14,2016,14,19.4,3.4,12,0
1,15,2016,15,23.6,11,16.4,0
1,16,2016,16,27.6,4.3,15.2,0.25
1,17,2016,17,23.1,4,13.4,0
1,18,2016,18,16.4,0.7,8.8,0
1,19,2016,19,21.5,3.8,12.1,0
1,20,2016,20,24,5.1,15.8,0.25
1,21,2016,21,26.6,12.5,20,0
1,22,2016,22,26.1,10.8,19.7,0
1,23,2016,23,19.1,5.3,11.2,0
1,24,2016,24,18.3,-1.6,7.8,0
1,25,2016,25,23.6,-0.5,12.6,0
1,26,2016,26,25.7,13.6,18.6,0
1,27,2016,27,18,9.9,14,2.79
1,28,2016,28,15.4,2.8,10.1,0
1,29,2016,29,22.7,0.2,10.6,0
1,30,2016,30,25.5,1.5,14.1,0
1,31,2016,31,27.2,12.5,18.6,0
2,1,2016,32,31.1,14.6,21,0
2,2,2016,33,30.3,16.2,21.4,0
2,3,2016,34,25,10.8,19,0
2,4,2016,35,20,2.1,12.5,0
2,5,2016,36,18.3,2,9.4,0
2,6,2016,37,19.5,-0.7,12.2,0
2,7,2016,38,21.4,0.2,12.1,0
2,8,2016,39,23.6,-2.9,10.1,0
2,9,2016,40,20.3,4.2,12.3,0
2,10,2016,41,24.2,3.9,13.8,0
2,11,2016,42,27.1,2.2,15.5,0
2,12,2016,43,28.7,6.6,18.4,0
2,13,2016,44,29.6,7,17.9,0
2,14,2016,45,25.6,7.6,16.9,0
