TMPL	Temperature (*C)	Temperature (*C)	Soil Moist-VWC (%VWC)	Solar Rad (wat/m2)	RH (%)	Temperature (*C)	Rainfall (mm)	Wind Dir (Deg)	Wind Gust (km/h)	Wind Speed (km/h)	Dew Point (*C)
2019-06-03 21:30	30.9	32.2	56.4	0.0	86.8	25.4	0.0	320	0	0	23.0
2019-06-03 21:45	30.6	31.9	56.2	0.0	81.5	26.0	0.0	320	0	0	22.6
2019-06-03 22:00	30.3	31.6	55.8	0.0	80.1	26.1	0.0	304	1	0	22.4
2019-06-03 22:15	30.1	31.4	55.8	0.0	83.0	25.8	0.0	288	0	0	22.7
2019-06-03 22:30	29.8	31.2	55.8	0.0	82.4	25.8	0.0	304	1	0	22.6
2019-06-03 22:45	29.7	31.0	55.8	0.0	79.2	26.1	0.0	264	3	0	22.2
2019-06-03 23:00	29.5	30.8	55.8	0.0	80.7	25.8	0.0	266	1	0	22.2
2019-06-03 23:15	29.3	30.6	55.8	0.0	78.2	26.1	0.0	265	3	0	22.0
2019-06-03 23:30	29.2	30.4	55.8	0.0	79.4	25.9	0.0	265	3	0	22.1
2019-06-03 23:45	29.0	30.2	55.8	0.0	78.3	26.2	0.0	272	3	0	22.1
2019-06-04 00:00	28.8	30.1	55.8	0.0	78.4	26.2	0.0	292	4	0	22.1
2019-06-04 00:15	28.7	29.9	55.8	0.0	79.1	26.2	0.0	292	4	0	22.3
2019-06-04 00:30	28.5	29.8	55.8	0.0	80.6	25.9	0.0	302	4	0	22.3
2019-06-04 00:45	28.3	29.6	55.8	0.0	81.2	25.9	0.0	299	6	1	22.4
2019-06-04 01:00	28.2	29.5	55.8	0.0	83.1	25.7	0.0	312	3	0	22.6
2019-06-04 01:15	28.1	29.3	55.8	0.0	84.6	25.3	0.0	292	3	0	22.5
2019-06-04 01:30	27.9	29.2	55.8	0.0	85.4	25.2	0.0	290	3	0	22.6
2019-06-04 01:45	27.8	29.1	55.8	0.0	86.7	25.0	0.0	317	1	0	22.6
2019-06-04 02:00	27.7	28.9	55.7	0.0	88.0	24.8	0.0	309	3	0	22.7
2019-06-04 02:15	27.6	28.8	55.7	0.0	88.4	24.7	0.0	295	3	0	22.7
2019-06-04 02:30	27.5	28.7	55.4	0.0	89.1	24.7	0.0	307	4	1	22.8
2019-06-04 02:45	27.4	28.6	55.4	0.0	89.3	24.6	0.0	299	8	1	22.7
2019-06-04 03:00	27.2	28.4	55.4	0.0	90.5	24.3	0.0	295	6	1	22.6
2019-06-04 03:15	27.1	28.3	55.4	0.0	91.4	24.2	0.0	295	8	1	22.7
2019-06-04 03:30	26.9	28.2	55.4	0.0	91.8	24.1	0.0	309	8	3	22.7
2019-06-04 03:45	26.8	28.1	55.4	0.0	92.2	24.0	0.0	310	6	1	22.7
2019-06-04 04:00	26.6	27.9	55.2	0.0	93.6	23.7	0.0	307	6	3	22.6
2019-06-04 04:15	26.5	27.8	55.2	0.0	94.2	23.6	0.0	302	8	3	22.6
2019-06-04 04:30	26.3	27.7	55.2	0.0	95.2	23.4	0.0	309	6	1	22.6
2019-06-04 04:45	26.2	27.6	55.4	0.0	96.1	23.3	0.0	307	6	1	22.6
2019-06-04 05:00	26.1	27.5	55.4	0.0	97.1	23.0	0.0	306	3	0	22.5
2019-06-04 05:15	25.9	27.3	55.4	0.0	97.7	22.9	0.0	317	4	1	22.5
2019-06-04 05:30	25.8	27.2	55.4	0.0	98.0	22.8	0.0	314	4	1	22.5
2019-06-04 05:45	25.8	27.1	55.4	0.0	98.3	22.9	0.0	300	4	1	22.6
2019-06-04 06:00	25.7	27.0	55.4	0.0	98.4	22.9	0.0	309	4	1	22.6
2019-06-04 06:15	25.7	26.9	55.4	0.0	98.6	22.9	0.0	309	6	1	22.7
2019-06-04 06:30	25.7	26.9	55.4	3.0	98.6	22.9	0.0	314	4	1	22.7
2019-06-04 06:45	25.6	26.8	55.5	11.0	98.8	23.0	0.0	323	6	1	22.8
2019-06-04 07:00	25.6	26.8	55.4	15.0	98.9	23.0	0.0	320	4	0	22.8
2019-06-04 07:15	25.6	26.7	55.2	30.0	99.0	23.0	0.0	276	3	0	22.8
2019-06-04 07:30	25.7	26.7	55.2	36.0	99.0	23.1	0.0	297	3	1	22.9
2019-06-04 07:45	25.8	26.7	55.2	35.0	98.7	23.3	0.0	296	3	0	23.1
2019-06-04 08:00	25.9	26.7	55.2	40.0	98.4	23.4	0.0	306	3	0	23.1
2019-06-04 08:15	26.0	26.8	55.2	49.0	98.0	23.6	0.0	307	4	0	23.3
2019-06-04 08:30	26.1	26.8	55.2	60.0	97.8	23.8	0.0	321	6	1	23.4
2019-06-04 08:45	26.2	26.8	55.2	56.0	97.6	23.8	0.0	337	4	1	23.4
2019-06-04 09:00	26.3	26.8	55.2	79.0	97.3	24.1	0.0	306	4	0	23.6
2019-06-04 09:15	26.4	26.9	55.2	93.0	96.6	24.2	0.0	317	6	1	23.6
2019-06-04 09:30	26.5	26.9	55.2	98.0	96.3	24.1	0.0	320	9	3	23.5
2019-06-04 09:45	26.6	27.0	55.2	118.0	95.9	24.2	0.0	303	8	3	23.5
2019-06-04 10:00	26.8	27.0	55.2	158.0	94.8	24.6	0.0	307	6	1	23.7
2019-06-04 10:15	27.0	27.1	55.0	212.0	93.3	25.1	0.0	333	6	1	23.9
2019-06-04 10:30	27.3	27.2	55.0	224.0	91.2	25.4	0.0	336	8	3	23.9
2019-06-04 10:45	27.6	27.3	55.0	220.0	90.4	25.6	0.0	340	6	3	23.9
2019-06-04 11:00	27.8	27.5	55.0	234.0	88.9	25.9	0.0	313	9	1	23.9
2019-06-04 11:15	28.1	27.7	54.8	266.0	86.4	26.2	0.0	283	6	1	23.7
2019-06-04 11:30	28.3	27.8	54.8	228.0	85.5	26.5	0.0	310	4	1	23.9
2019-06-04 11:45	28.5	28.0	55.0	198.0	85.0	26.4	0.0	299	4	1	23.7
2019-06-04 12:00	28.7	28.1	54.8	313.0	83.0	26.9	0.0	333	4	1	23.8
2019-06-04 12:15	29.2	28.3	54.5	315.0	79.3	27.7	0.0	303	4	0	23.8
2019-06-04 12:30	29.6	28.5	54.5	417.0	77.9	27.9	0.0	316	3	0	23.7
2019-06-04 12:45	30.2	28.8	54.3	398.0	75.2	28.6	0.0	275	6	0	23.8
2019-06-04 13:00	30.6	29.1	54.3	348.0	74.9	28.6	0.0	282	3	0	23.7
2019-06-04 13:15	30.8	29.3	54.5	355.0	74.2	28.8	0.0	262	4	0	23.7
2019-06-04 13:30	31.0	29.6	54.6	284.0	74.0	28.3	0.0	251	6	0	23.2
2019-06-04 13:45	31.1	29.8	55.0	300.0	73.8	28.4	0.0	228	4	0	23.3
2019-06-04 14:00	31.2	29.9	55.0	323.0	72.2	28.6	0.0	238	8	1	23.1
2019-06-04 14:15	31.2	30.0	55.0	284.0	71.9	28.3	0.0	244	6	1	22.7
2019-06-04 14:30	31.3	30.1	55.0	368.0	70.9	28.8	0.0	264	8	1	23.0
2019-06-04 14:45	31.7	30.3	54.6	404.0	69.4	29.3	0.0	221	6	0	23.1
2019-06-04 15:00	31.9	30.4	54.8	335.0	71.0	28.9	0.0	224	6	1	23.1
2019-06-04 15:15	32.1	30.6	54.6	370.0	70.4	29.0	0.0	218	4	1	23.1
2019-06-04 15:30	32.2	30.8	54.8	321.0	70.7	28.9	0.0	197	8	1	23.0
2019-06-04 15:45	32.2	30.9	54.6	323.0	71.2	28.9	0.0	210	6	1	23.2
2019-06-04 16:00	32.3	31.0	54.6	309.0	69.8	29.3	0.0	200	4	0	23.2
2019-06-04 16:15	32.3	31.1	54.8	253.0	71.1	29.0	0.0	192	8	1	23.2
2019-06-04 16:30	32.2	31.2	54.8	259.0	71.8	28.7	0.0	230	12	3	23.1
2019-06-04 16:45	32.1	31.2	55.0	239.0	72.2	28.7	0.0	208	8	1	23.2
2019-06-04 17:00	32.1	31.2	55.0	304.0	70.6	28.9	0.0	192	9	3	23.0
2019-06-04 17:15	31.9	31.2	54.8	170.0	71.0	28.5	0.0	207	11	1	22.7
2019-06-04 17:30	31.7	31.2	55.0	210.0	70.9	28.6	0.0	192	6	1	22.8
2019-06-04 17:45	31.7	31.1	55.0	248.0	69.8	28.8	0.0	197	8	1	22.7
2019-06-04 18:00	31.7	31.1	55.0	235.0	69.6	28.7	0.0	230	8	3	22.6
2019-06-04 18:15	31.6	31.1	55.0	229.0	69.4	28.7	0.0	224	9	3	22.5
2019-06-04 18:30	31.4	31.0	55.0	138.0	71.4	28.3	0.0	217	9	1	22.6
2019-06-04 18:45	31.2	30.9	55.2	123.0	72.5	27.9	0.0	223	8	1	22.5
2019-06-04 19:00	30.9	30.8	55.2	105.0	73.4	27.8	0.0	223	6	1	22.6
2019-06-04 19:15	30.6	30.7	55.2	72.0	75.8	27.5	0.0	216	4	0	22.8
2019-06-04 19:30	30.2	30.5	55.2	48.0	76.8	27.2	0.0	197	3	0	22.8
2019-06-04 19:45	29.9	30.3	55.2	93.0	75.1	27.4	0.0	213	6	0	22.6
2019-06-04 20:00	29.7	30.2	55.2	97.0	75.9	27.4	0.0	225	8	1	22.8
2019-06-04 20:15	29.6	30.0	55.2	64.0	77.6	27.2	0.0	223	6	1	22.9
2019-06-04 20:30	29.3	29.9	55.2	24.0	79.4	26.7	0.0	227	6	1	22.8
2019-06-04 20:45	29.0	29.7	55.4	0.0	85.9	25.4	0.2	289	14	4	22.9
2019-06-04 21:00	28.6	29.6	55.8	0.0	94.6	23.7	0.0	316	6	1	22.8
2019-06-04 21:15	28.2	29.3	55.7	0.0	95.5	23.4	0.0	306	4	0	22.6
2019-06-04 21:30	27.9	29.1	55.5	0.0	94.5	23.3	0.0	280	4	0	22.4
2019-06-04 21:45	27.6	28.8	55.5	0.0	94.3	22.7	0.0	136	3	0	21.7
2019-06-04 22:00	27.3	28.6	55.4	0.0	95.8	22.4	0.0	101	1	0	21.7
2019-06-04 22:15	27.1	28.4	55.2	0.0	96.8	22.1	0.0	331	0	0	21.6
2019-06-04 22:30	26.8	28.2	55.2	0.0	97.9	22.0	0.0	331	0	0	21.7
2019-06-04 22:45	26.7	28.0	55.2	0.0	98.1	22.1	0.0	331	1	0	21.8
2019-06-04 23:00	26.6	27.9	55.2	0.0	98.3	22.3	0.0	331	0	0	22.0
2019-06-04 23:15	26.5	27.7	55.2	0.0	98.7	22.3	0.0	331	0	0	22.1
2019-06-04 23:30	26.4	27.6	55.4	0.0	98.6	22.1	0.0	331	0	0	21.9
2019-06-04 23:45	26.2	27.5	55.2	0.0	98.8	21.8	0.0	331	0	0	21.6
2019-06-05 00:00	26.1	27.3	55.2	0.0	98.9	21.7	0.0	331	0	0	21.5
2019-06-05 00:15	25.9	27.2	55.4	0.0	99.2	21.8	0.0	320	3	0	21.7
2019-06-05 00:30	25.8	27.1	55.4	0.0	98.9	21.9	0.0	304	1	0	21.7
2019-06-05 00:45	25.7	27.0	55.5	0.0	98.9	21.9	0.0	304	1	0	21.7
2019-06-05 01:00	25.7	26.9	55.2	0.0	99.2	21.9	0.0	304	0	0	21.8
2019-06-05 01:15	25.6	26.8	55.4	0.0	99.4	21.8	0.0	304	0	0	21.7
2019-06-05 01:30	25.5	26.7	55.5	0.0	99.7	21.8	0.0	290	3	0	21.8
2019-06-05 01:45	25.4	26.6	55.5	0.0	99.7	22.2	0.0	293	1	0	22.2
2019-06-05 02:00	25.4	26.6	55.4	0.0	99.8	22.3	0.0	293	0	0	22.3
2019-06-05 02:15	25.4	26.5	55.4	0.0	99.8	22.5	0.0	293	1	0	22.5
2019-06-05 02:30	25.4	26.4	55.4	0.0	99.7	22.7	0.0	289	3	0	22.7
2019-06-05 02:45	25.5	26.4	55.2	0.0	99.8	22.7	0.2	271	3	0	22.7
2019-06-05 03:00	25.5	26.4	55.4	0.0	99.9	22.7	0.2	265	3	0	22.7
2019-06-05 03:15	25.5	26.4	55.4	0.0	99.9	22.8	0.0	258	4	1	22.8
2019-06-05 03:30	25.5	26.4	55.4	0.0	99.9	22.7	0.0	276	4	0	22.7
2019-06-05 03:45	25.5	26.4	55.4	0.0	99.9	22.7	0.0	272	3	0	22.7
2019-06-05 04:00	25.5	26.3	55.4	0.0	99.9	22.8	0.0	278	4	0	22.8
2019-06-05 04:15	25.5	26.3	55.4	0.0	99.9	22.9	0.0	296	3	0	22.9
2019-06-05 04:30	25.4	26.3	55.4	0.0	99.9	22.9	0.0	289	3	0	22.9
2019-06-05 04:45	25.4	26.3	55.4	0.0	99.9	22.9	0.0	289	3	0	22.9
2019-06-05 05:00	25.4	26.3	55.2	0.0	99.9	23.0	0.2	272	3	0	23.0
2019-06-05 05:15	25.4	26.2	55.4	0.0	99.9	23.0	0.2	261	4	1	23.0
2019-06-05 05:30	25.4	26.2	55.4	0.0	99.9	23.1	0.0	280	4	0	23.1
2019-06-05 05:45	25.4	26.2	55.4	0.0	99.9	23.1	0.2	279	1	0	23.1
2019-06-05 06:00	25.4	26.2	55.4	0.0	99.9	23.1	0.2	258	3	0	23.1
2019-06-05 06:15	25.3	26.2	55.4	0.0	99.9	22.9	0.2	247	3	0	22.9
2019-06-05 06:30	25.3	26.1	55.4	0.0	99.9	22.8	0.0	252	6	0	22.8
2019-06-05 06:45	25.2	26.1	55.4	0.0	99.9	22.8	0.0	238	3	0	22.8
2019-06-05 07:00	25.2	26.1	55.2	1.0	99.9	22.9	0.0	238	1	0	22.9
2019-06-05 07:15	25.2	26.0	55.4	16.0	99.9	23.0	0.0	240	3	0	23.0
2019-06-05 07:30	25.2	26.0	55.2	28.0	99.9	23.0	0.0	228	3	0	23.0
2019-06-05 07:45	25.3	26.0	55.4	26.0	99.9	23.1	0.0	230	3	0	23.1
2019-06-05 08:00	25.3	26.0	55.2	61.0	99.7	23.2	0.0	237	6	1	23.2
2019-06-05 08:15	25.5	26.0	55.2	76.0	99.3	23.2	0.0	228	6	1	23.1
2019-06-05 08:30	25.6	26.1	55.2	56.0	99.2	23.3	0.0	208	6	1	23.2
2019-06-05 08:45	25.6	26.1	55.2	63.0	99.0	23.2	0.0	228	8	3	23.0
2019-06-05 09:00	25.7	26.1	55.4	132.0	99.0	23.3	0.5	228	11	4	23.1
2019-06-05 09:15	25.9	26.2	58.1	206.0	98.2	23.5	0.5	224	11	3	23.2
2019-06-05 09:30	26.2	26.3	60.6	137.0	98.4	23.3	2.5	221	11	3	23.0
2019-06-05 09:45	26.2	26.4	61.0	147.0	98.2	23.4	0.7	220	11	4	23.1
2019-06-05 10:00	26.2	26.4	60.1	108.0	98.1	23.4	0.0	234	11	4	23.1
2019-06-05 10:15	26.3	26.4	60.1	112.0	97.6	23.3	0.0	230	11	4	22.9
2019-06-05 10:30	26.3	26.5	60.1	164.0	96.2	23.3	0.0	220	12	4	22.7
2019-06-05 10:45	26.4	26.6	60.1	242.0	95.1	23.6	0.0	220	8	1	22.8
2019-06-05 11:00	26.8	26.6	59.5	339.0	94.1	24.3	0.0	197	8	3	23.3
2019-06-05 11:15	27.3	26.8	59.4	278.0	94.7	24.4	0.0	207	6	1	23.5
2019-06-05 11:30	27.6	27.0	59.4	247.0	94.5	24.3	0.0	216	9	3	23.4
2019-06-05 11:45	27.6	27.2	59.8	264.0	96.1	24.1	0.2	224	9	3	23.4
2019-06-05 12:00	27.8	27.3	60.8	301.0	96.9	24.0	0.5	220	8	3	23.5
2019-06-05 12:15	28.1	27.5	60.8	358.0	96.5	24.4	0.2	201	9	3	23.8
2019-06-05 12:30	28.3	27.6	60.8	381.0	96.0	24.6	0.2	196	11	3	23.9
2019-06-05 12:45	28.7	27.8	60.6	395.0	95.1	25.0	0.0	189	8	1	24.2
2019-06-05 13:00	29.3	28.1	59.9	732.0	91.3	26.0	0.0	176	6	1	24.5
2019-06-05 13:15	30.3	28.4	59.8	563.0	88.0	26.6	0.0	189	8	1	24.4
2019-06-05 13:30	30.6	28.8	59.9	487.0	88.0	26.3	0.0	203	9	3	24.2
2019-06-05 13:45	30.7	29.1	59.9	432.0	87.2	26.5	0.0	200	8	3	24.2
2019-06-05 14:00	30.7	29.3	59.9	413.0	86.8	26.6	0.0	187	6	1	24.2
2019-06-05 14:15	30.6	29.4	59.9	286.0	87.4	26.2	0.0	184	9	1	23.9
2019-06-05 14:30	30.2	29.5	59.8	168.0	89.1	25.7	0.0	197	8	1	23.8
2019-06-05 14:45	29.8	29.4	59.4	219.0	89.7	25.6	0.0	196	9	1	23.8
2019-06-05 15:00	29.8	29.3	59.0	450.0	87.4	26.4	0.0	217	11	4	24.1
2019-06-05 15:15	30.0	29.3	58.7	330.0	87.5	26.4	0.0	218	9	4	24.2
2019-06-05 15:30	30.0	29.3	58.4	398.0	85.7	26.8	0.0	196	8	1	24.2
2019-06-05 15:45	30.6	29.4	58.0	801.0	78.7	28.8	0.0	182	8	3	24.7
2019-06-05 16:00	31.4	29.6	57.6	571.0	79.2	28.3	0.0	182	8	3	24.3
2019-06-05 16:15	31.6	29.9	58.3	413.0	80.5	28.2	0.0	201	8	1	24.5
2019-06-05 16:30	31.7	30.2	57.6	572.0	80.0	28.3	0.0	227	12	4	24.5
2019-06-05 16:45	31.9	30.3	57.5	504.0	80.5	28.0	0.0	237	17	6	24.3
2019-06-05 17:00	31.8	30.5	57.6	542.0	82.5	27.8	0.0	245	16	8	24.5
2019-06-05 17:15	32.1	30.6	57.2	691.0	81.6	28.2	0.0	242	16	9	24.8
2019-06-05 17:30	32.3	30.8	57.2	603.0	81.2	27.9	0.0	232	16	8	24.4
2019-06-05 17:45	32.3	31.0	57.5	506.0	81.2	27.7	0.0	234	16	6	24.2
2019-06-05 18:00	32.1	31.1	57.6	420.0	80.6	27.7	0.0	247	12	6	24.1
2019-06-05 18:15	31.6	31.1	57.8	337.0	81.0	27.7	0.0	235	11	6	24.1
2019-06-05 18:30	31.2	30.9	58.0	234.0	81.6	27.4	0.0	249	16	8	24.0
2019-06-05 18:45	30.6	30.8	58.0	136.0	85.4	26.6	0.0	248	11	6	23.9
2019-06-05 19:00	30.1	30.6	58.0	112.0	86.4	26.3	0.0	241	8	3	23.8
2019-06-05 19:15	29.7	30.3	58.0	163.0	85.5	26.6	0.0	244	11	4	24.0
2019-06-05 19:30	29.4	30.1	58.0	41.0	88.7	25.6	0.0	232	9	4	23.6
2019-06-05 19:45	28.8	29.8	58.0	33.0	91.0	25.0	0.0	225	9	3	23.4
2019-06-05 20:00	28.4	29.6	57.6	29.0	91.0	24.9	0.0	225	8	1	23.3
2019-06-05 20:15	28.2	29.3	57.2	15.0	91.7	24.8	0.0	227	4	0	23.4
2019-06-05 20:30	27.9	29.1	57.2	4.0	92.4	24.6	0.0	200	3	0	23.3
2019-06-05 20:45	27.7	28.9	57.2	0.0	92.9	24.5	0.0	214	4	0	23.3
2019-06-05 21:00	27.5	28.7	57.2	0.0	94.0	24.3	0.0	186	3	0	23.3
2019-06-05 21:15	27.3	28.5	57.2	0.0	94.9	24.1	0.0	189	6	0	23.2
2019-06-05 21:30	27.1	28.3	57.2	0.0	96.4	23.7	0.0	218	3	0	23.1
2019-06-05 21:45	26.8	28.1	57.2	0.0	96.7	23.6	0.0	221	4	1	23.0
2019-06-05 22:00	26.6	27.9	57.2	0.0	96.2	23.7	0.0	227	8	3	23.1
2019-06-05 22:15	26.4	27.8	57.2	0.0	97.3	23.5	0.0	235	8	1	23.0
2019-06-05 22:30	26.2	27.6	57.2	0.0	98.1	23.3	0.0	218	3	0	23.0
2019-06-05 22:45	26.1	27.4	57.2	0.0	98.7	23.1	0.0	218	3	0	22.9
2019-06-05 23:00	25.9	27.3	57.2	0.0	99.0	23.0	0.0	214	4	0	22.8
2019-06-05 23:15	25.8	27.1	57.2	0.0	99.2	22.9	0.0	204	4	0	22.8
2019-06-05 23:30	25.6	27.0	57.2	0.0	98.9	23.0	0.0	193	4	0	22.8
2019-06-05 23:45	25.5	26.8	57.5	0.0	99.0	22.8	0.0	230	1	0	22.6
2019-06-06 00:00	25.4	26.7	57.5	0.0	99.5	22.5	0.0	238	1	0	22.4
2019-06-06 00:15	25.3	26.6	57.5	0.0	99.8	22.6	0.0	271	3	0	22.6
2019-06-06 00:30	25.3	26.5	57.0	0.0	99.9	22.7	0.0	273	1	0	22.7
2019-06-06 00:45	25.3	26.4	56.9	0.0	99.9	22.8	0.0	269	8	0	22.8
2019-06-06 01:00	25.4	26.4	56.9	0.0	99.8	22.9	0.0	259	1	0	22.9
2019-06-06 01:15	25.4	26.4	56.9	0.0	99.5	22.8	0.0	232	1	0	22.7
2019-06-06 01:30	25.4	26.4	56.7	0.0	98.8	22.8	0.0	221	1	0	22.6
2019-06-06 01:45	25.3	26.3	56.9	0.0	99.2	22.7	0.0	223	0	0	22.6
2019-06-06 02:00	25.3	26.3	56.7	0.0	99.5	22.6	0.0	269	1	0	22.5
2019-06-06 02:15	25.2	26.2	56.9	0.0	99.4	22.3	0.0	245	3	0	22.2
2019-06-06 02:30	25.1	26.2	56.9	0.0	99.6	22.4	0.0	40	12	3	22.3
2019-06-06 02:45	24.9	26.1	57.2	0.0	96.9	20.8	2.7	77	53	25	20.3
2019-06-06 03:00	24.4	26.0	61.4	0.0	98.2	18.9	1.0	101	38	24	18.6
2019-06-06 03:15	24.1	25.7	61.4	0.0	97.1	18.9	0.5	98	35	19	18.4
2019-06-06 03:30	23.8	25.5	61.5	0.0	97.4	18.9	1.2	90	25	16	18.5
2019-06-06 03:45	23.4	25.3	61.9	0.0	98.6	18.8	1.0	105	19	9	18.6
2019-06-06 04:00	23.3	25.1	61.7	0.0	97.6	19.0	0.5	120	17	9	18.6
2019-06-06 04:15	23.2	24.9	61.9	0.0	96.9	19.1	0.2	156	20	6	18.6
2019-06-06 04:30	23.1	24.7	61.5	0.0	97.9	18.9	0.0	203	16	6	18.6
2019-06-06 04:45	22.9	24.6	61.0	0.0	98.5	18.9	0.0	224	11	3	18.7
2019-06-06 05:00	22.8	24.4	61.0	0.0	98.7	18.8	0.0	194	9	1	18.6
2019-06-06 05:15	22.7	24.3	61.0	0.0	98.5	18.7	0.0	100	16	3	18.5
2019-06-06 05:30	22.6	24.2	61.0	0.0	98.8	18.6	0.0	251	4	0	18.4
2019-06-06 05:45	22.5	24.1	61.2	0.0	99.5	18.5	0.0	152	8	1	18.4
2019-06-06 06:00	22.5	24.1	61.0	0.0	99.8	18.5	0.0	77	8	3	18.5
2019-06-06 06:15	22.4	23.9	60.8	0.0	99.8	18.7	0.0	42	8	3	18.7
2019-06-06 06:30	22.3	23.9	60.6	1.0	99.9	18.4	0.0	45	6	1	18.4
2019-06-06 06:45	22.2	23.8	60.8	11.0	99.9	18.4	0.0	49	6	1	18.4
2019-06-06 07:00	22.1	23.7	60.4	13.0	99.9	18.4	0.0	29	6	1	18.4
2019-06-06 07:15	22.1	23.6	60.4	82.0	99.7	18.8	0.0	33	4	1	18.8
2019-06-06 07:30	22.2	23.6	60.4	108.0	98.6	19.4	0.0	49	6	1	19.2
2019-06-06 07:45	22.4	23.6	60.4	99.0	98.2	19.7	0.0	53	8	3	19.4
2019-06-06 08:00	22.7	23.6	60.4	147.0	97.3	20.1	0.0	50	8	3	19.7
2019-06-06 08:15	23.1	23.7	60.3	122.0	96.5	20.1	0.0	60	9	4	19.5
2019-06-06 08:30	23.4	23.9	60.3	200.0	95.3	20.3	0.0	69	12	4	19.5
2019-06-06 08:45	23.9	24.1	60.1	245.0	93.3	20.6	0.0	57	12	6	19.5
2019-06-06 09:00	24.4	24.3	59.5	324.0	92.2	21.2	0.0	62	14	6	19.9
2019-06-06 09:15	24.9	24.6	59.4	347.0	90.4	21.3	0.0	49	12	6	19.7
2019-06-06 09:30	25.7	24.8	59.2	600.0	86.2	22.6	0.0	57	12	6	20.2
2019-06-06 09:45	26.8	25.3	58.7	556.0	85.4	22.9	0.0	69	14	8	20.3
2019-06-06 10:00	27.4	25.8	58.9	447.0	85.4	22.8	0.0	62	14	6	20.2
2019-06-06 10:15	27.8	26.3	58.7	554.0	81.8	23.6	0.0	66	12	6	20.3
2019-06-06 10:30	28.7	26.6	58.4	699.0	79.4	24.4	0.0	57	12	4	20.6
2019-06-06 10:45	29.4	27.1	58.4	671.0	78.9	24.3	0.0	104	9	1	20.4
2019-06-06 11:00	30.1	27.6	58.3	824.0	76.7	25.3	0.0	86	12	6	20.9
2019-06-06 11:15	31.0	28.1	58.0	842.0	74.8	25.8	0.0	59	12	4	21.0
2019-06-06 11:30	31.8	28.7	57.8	859.0	72.1	26.4	0.0	56	14	6	21.0
2019-06-06 11:45	32.6	29.3	57.8	868.0	69.5	27.1	0.0	52	14	6	21.0
2019-06-06 12:00	33.2	29.8	57.8	913.0	66.6	27.6	0.0	63	12	4	20.8
2019-06-06 12:15	33.9	30.3	57.6	935.0	65.0	28.0	0.0	86	16	8	20.8
2019-06-06 12:30	34.6	30.8	57.6	954.0	63.1	28.6	0.0	91	16	8	20.9
2019-06-06 12:45	35.2	31.3	57.6	971.0	59.6	28.9	0.0	76	16	6	20.2
2019-06-06 13:00	35.8	31.8	57.6	982.0	59.8	29.6	0.0	98	12	3	21.0
2019-06-06 13:15	36.4	32.3	57.6	989.0	59.4	30.1	0.0	96	12	3	21.3
2019-06-06 13:30	37.1	32.8	57.8	993.0	58.5	30.3	0.0	91	12	3	21.3
2019-06-06 13:45	37.6	33.3	57.8	989.0	58.4	30.5	0.0	131	9	3	21.4
2019-06-06 14:00	38.1	33.7	57.8	983.0	56.6	31.0	0.0	128	6	0	21.4
2019-06-06 14:15	38.7	34.2	58.0	995.0	56.3	31.2	0.0	124	8	1	21.5
2019-06-06 14:30	39.2	34.7	58.0	963.0	55.6	30.9	0.0	111	11	3	21.0
2019-06-06 14:45	39.6	35.1	58.1	945.0	53.6	32.2	0.0	155	9	0	21.6
2019-06-06 15:00	39.9	35.5	58.1	932.0	53.7	31.3	0.0	87	11	1	20.8
2019-06-06 15:15	40.2	35.9	58.1	911.0	52.7	31.8	0.0	145	8	1	20.9
2019-06-06 15:30	40.4	36.2	58.1	890.0	53.6	31.6	0.0	118	8	1	21.0
2019-06-06 15:45	40.6	36.5	58.0	898.0	52.2	31.9	0.0	221	12	1	20.9
2019-06-06 16:00	40.7	36.8	58.0	794.0	52.6	31.8	0.0	296	8	3	20.9
2019-06-06 16:15	40.6	37.1	58.0	806.0	52.2	32.3	0.0	316	8	3	21.3
2019-06-06 16:30	40.7	37.2	58.0	704.0	50.7	32.6	0.0	282	8	1	21.1
2019-06-06 16:45	40.3	37.3	58.0	499.0	51.8	32.3	0.0	292	9	1	21.1
2019-06-06 17:00	39.6	37.3	57.6	336.0	55.3	31.1	0.0	283	14	4	21.1
2019-06-06 17:15	38.9	37.1	57.6	598.0	57.4	31.2	0.0	292	14	6	21.8
2019-06-06 17:30	38.5	36.9	57.8	557.0	63.4	29.3	0.0	290	19	9	21.6
2019-06-06 17:45	37.9	36.7	57.6	462.0	64.1	29.1	0.0	307	12	6	21.6
2019-06-06 18:00	37.4	36.4	57.5	437.0	64.1	29.7	0.0	309	12	6	22.2
2019-06-06 18:15	36.8	36.2	57.6	343.0	63.8	29.6	0.0	313	9	4	22.0
2019-06-06 18:30	36.1	35.9	57.2	216.0	62.9	29.3	0.0	323	9	3	21.5
2019-06-06 18:45	35.2	35.6	57.5	194.0	63.5	29.6	0.0	330	6	1	21.9
2019-06-06 19:00	34.3	35.1	57.6	175.0	64.4	29.4	0.0	333	8	1	22.0
2019-06-06 19:15	33.7	34.6	57.8	148.0	64.2	29.3	0.0	254	4	0	21.8
2019-06-06 19:30	33.1	34.2	57.8	144.0	65.3	29.1	0.0	276	4	0	21.9
2019-06-06 19:45	32.6	33.7	57.8	107.0	67.6	28.7	0.0	334	3	0	22.1
2019-06-06 20:00	32.1	33.3	57.6	64.0	72.0	28.1	0.0	333	1	0	22.6
