TMPL	Temperature (*C)	Temperature (*C)	Soil Moist-VWC (%VWC)	Solar Rad (wat/m2)	RH (%)	Temperature (*C)	Rainfall (mm)	Wind Dir (Deg)	Wind Gust (km/h)	Wind Speed (km/h)	Dew Point (*C)
2019-06-01 07:00	23.2	24.4	57.5	37.0	99.9	20.0	0.0	264	0	0	20.0
2019-06-01 07:15	23.2	24.4	57.2	81.0	99.9	21.0	0.0	258	0	0	21.0
2019-06-01 07:30	23.4	24.4	57.2	100.0	99.8	21.9	0.0	256	0	0	21.9
2019-06-01 07:45	23.6	24.4	57.5	160.0	96.7	23.1	0.0	256	0	0	22.5
2019-06-01 08:00	23.9	24.5	57.5	190.0	94.0	23.7	0.0	256	1	0	22.7
2019-06-01 08:15	24.3	24.6	56.9	195.0	93.1	23.9	0.0	347	1	0	22.7
2019-06-01 08:30	25.0	24.8	56.6	304.0	86.8	25.4	0.0	345	1	0	23.0
2019-06-01 08:45	25.7	25.1	56.6	350.0	84.0	26.2	0.0	278	3	0	23.3
2019-06-01 09:00	26.4	25.4	56.6	354.0	84.4	26.1	0.0	100	3	0	23.3
2019-06-01 09:15	27.0	25.8	56.6	351.0	83.1	26.6	0.0	319	4	0	23.5
2019-06-01 09:30	27.7	26.2	56.6	501.0	82.4	26.9	0.0	211	6	1	23.6
2019-06-01 09:45	28.6	26.6	56.6	531.0	80.0	27.7	0.0	338	4	1	23.9
2019-06-01 10:00	29.4	27.1	56.6	565.0	80.0	27.4	0.0	276	8	3	23.6
2019-06-01 10:15	30.2	27.6	56.4	648.0	78.1	28.1	0.0	275	8	3	23.9
2019-06-01 10:30	31.1	28.1	56.0	703.0	76.4	28.6	0.0	321	9	4	24.0
2019-06-01 10:45	31.8	28.7	56.0	648.0	76.4	28.6	0.0	273	9	3	24.0
2019-06-01 11:00	32.4	29.2	55.8	644.0	75.9	28.7	0.0	190	9	3	24.0
2019-06-01 11:15	32.9	29.7	55.8	652.0	74.2	29.2	0.0	204	8	1	24.1
2019-06-01 11:30	33.5	30.1	56.0	703.0	71.1	30.2	0.0	321	9	1	24.4
2019-06-01 11:45	34.2	30.6	56.2	727.0	69.4	30.4	0.0	273	11	1	24.2
2019-06-01 12:00	34.8	31.1	56.4	700.0	69.1	30.2	0.0	217	9	3	23.9
2019-06-01 12:15	35.2	31.5	56.6	749.0	67.5	30.7	0.0	323	8	3	24.0
2019-06-01 12:30	35.6	31.9	56.9	645.0	68.5	30.8	0.0	317	9	3	24.3
2019-06-01 12:45	36.1	32.3	56.7	871.0	66.0	31.1	0.0	273	8	3	24.0
2019-06-01 13:00	36.7	32.7	56.9	773.0	65.4	31.3	0.0	283	4	1	24.0
2019-06-01 13:15	37.1	33.1	56.9	746.0	64.9	31.7	0.0	321	8	1	24.3
2019-06-01 13:30	37.5	33.6	56.9	725.0	64.4	31.9	0.0	268	11	3	24.3
2019-06-01 13:45	37.7	33.9	57.0	725.0	64.2	32.1	0.0	271	11	1	24.5
2019-06-01 14:00	38.1	34.2	57.0	815.0	62.9	32.4	0.0	258	8	1	24.4
2019-06-01 14:15	38.8	34.6	57.0	936.0	60.9	33.0	0.0	292	12	3	24.4
2019-06-01 14:30	39.2	35.0	57.0	614.0	62.0	32.4	0.0	283	9	1	24.2
2019-06-01 14:45	39.1	35.4	57.0	723.0	60.7	32.6	0.0	232	8	1	24.0
2019-06-01 15:00	38.8	35.6	57.0	423.0	63.0	31.8	0.0	306	9	3	23.9
2019-06-01 15:15	38.4	35.7	57.0	648.0	60.9	32.2	0.0	278	9	3	23.7
2019-06-01 15:30	38.9	35.7	57.0	927.0	57.1	33.4	0.0	280	12	4	23.7
2019-06-01 15:45	39.6	35.9	57.2	859.0	58.6	33.1	0.0	296	11	4	23.9
2019-06-01 16:00	39.9	36.2	57.5	750.0	56.2	33.0	0.0	265	14	4	23.1
2019-06-01 16:15	40.1	36.5	57.5	726.0	57.0	33.3	0.0	273	12	4	23.6
2019-06-01 16:30	40.2	36.7	57.5	707.0	55.5	33.4	0.0	279	14	4	23.3
2019-06-01 16:45	39.9	36.9	57.2	359.0	57.4	32.4	0.0	266	9	4	22.9
2019-06-01 17:00	39.3	36.9	57.0	573.0	56.7	33.1	0.0	271	12	1	23.4
2019-06-01 17:15	39.4	36.8	57.5	737.0	56.9	33.7	0.0	272	14	6	24.0
2019-06-01 17:30	39.4	36.9	57.2	504.0	58.4	33.0	0.0	276	19	6	23.7
2019-06-01 17:45	39.0	36.9	57.0	470.0	57.5	32.9	0.0	289	14	6	23.4
2019-06-01 18:00	38.6	36.9	57.0	451.0	58.3	32.4	0.0	295	12	6	23.2
2019-06-01 18:15	38.1	36.7	57.0	391.0	58.7	32.5	0.0	297	12	4	23.4
2019-06-01 18:30	37.5	36.4	57.2	241.0	58.1	32.4	0.0	293	11	4	23.1
2019-06-01 18:45	36.7	36.2	57.2	183.0	56.4	32.4	0.0	280	12	4	22.6
2019-06-01 19:00	35.8	35.9	57.5	168.0	59.1	31.9	0.0	289	11	4	22.9
2019-06-01 19:15	35.0	35.4	57.8	135.0	60.2	31.4	0.0	288	14	6	22.8
2019-06-01 19:30	34.3	35.0	57.6	123.0	62.0	31.1	0.0	288	9	4	23.0
2019-06-01 19:45	33.7	34.6	57.8	93.0	63.2	30.7	0.0	283	11	4	22.9
2019-06-01 20:00	33.1	34.1	57.8	54.0	65.7	30.2	0.0	280	6	1	23.1
2019-06-01 20:15	32.6	33.7	57.6	15.0	71.1	28.8	0.0	269	3	0	23.0
2019-06-01 20:30	32.2	33.3	57.6	1.0	75.7	27.8	0.0	273	1	0	23.1
2019-06-01 20:45	31.7	32.9	57.6	0.0	79.1	27.1	0.0	280	1	0	23.2
2019-06-01 21:00	31.3	32.6	57.5	0.0	84.5	26.3	0.0	280	0	0	23.5
2019-06-01 21:15	31.0	32.3	57.2	0.0	88.5	25.3	0.0	280	0	0	23.3
2019-06-01 21:30	30.6	32.0	57.2	0.0	90.2	24.9	0.0	280	0	0	23.2
2019-06-01 21:45	30.3	31.7	57.2	0.0	92.2	24.7	0.0	280	0	0	23.3
2019-06-01 22:00	29.9	31.3	57.2	0.0	92.0	24.7	0.0	280	0	0	23.3
2019-06-01 22:15	29.7	31.1	57.2	0.0	90.7	24.7	0.0	280	1	0	23.1
2019-06-01 22:30	29.4	30.8	57.2	0.0	89.6	25.1	0.0	280	0	0	23.3
2019-06-01 22:45	29.2	30.6	57.2	0.0	89.7	24.9	0.0	280	0	0	23.1
2019-06-01 23:00	28.9	30.3	57.2	0.0	91.5	24.6	0.0	280	0	0	23.1
2019-06-01 23:15	28.7	30.1	57.2	0.0	93.4	24.2	0.0	280	0	0	23.1
2019-06-01 23:30	28.5	29.9	57.2	0.0	93.4	24.0	0.0	280	1	0	22.9
2019-06-01 23:45	28.3	29.7	57.2	0.0	94.8	23.6	0.0	280	0	0	22.7
2019-06-02 00:00	28.1	29.6	57.2	0.0	92.8	24.4	0.0	248	3	0	23.2
2019-06-02 00:15	27.9	29.4	57.2	0.0	93.7	24.3	0.0	196	3	0	23.2
2019-06-02 00:30	27.8	29.2	57.2	0.0	91.8	24.7	0.0	176	3	0	23.3
2019-06-02 00:45	27.7	29.0	57.2	0.0	94.8	23.7	0.0	177	1	0	22.8
2019-06-02 01:00	27.6	28.8	57.2	0.0	96.9	23.3	0.0	177	1	0	22.8
2019-06-02 01:15	27.4	28.7	57.5	0.0	95.9	23.8	0.0	160	6	1	23.1
2019-06-02 01:30	27.3	28.6	57.2	0.0	93.8	24.4	0.0	139	6	3	23.3
2019-06-02 01:45	27.2	28.4	57.5	0.0	91.5	23.9	0.0	139	17	6	22.4
2019-06-02 02:00	26.9	28.3	57.6	0.0	90.8	22.3	0.0	122	20	9	20.7
2019-06-02 02:15	26.7	28.2	57.6	0.0	91.8	21.9	0.0	131	6	1	20.5
2019-06-02 02:30	26.5	28.0	57.8	0.0	92.2	21.6	0.0	141	6	0	20.3
2019-06-02 02:45	26.3	27.8	57.8	0.0	92.4	21.2	0.0	122	4	1	19.9
2019-06-02 03:00	26.2	27.7	57.6	0.0	91.5	21.2	0.0	168	3	0	19.8
2019-06-02 03:15	26.0	27.5	57.5	0.0	89.6	21.3	0.0	175	4	0	19.5
2019-06-02 03:30	25.8	27.3	57.5	0.0	91.0	21.0	0.0	163	4	0	19.5
2019-06-02 03:45	25.7	27.2	57.2	0.0	91.9	20.8	0.0	134	3	0	19.4
2019-06-02 04:00	25.6	27.1	56.9	0.0	91.6	21.3	0.0	141	4	0	19.9
2019-06-02 04:15	25.6	26.9	56.9	0.0	91.1	21.3	0.0	159	0	0	19.8
2019-06-02 04:30	25.6	26.9	56.9	0.0	89.4	21.7	0.0	145	4	0	19.9
2019-06-02 04:45	25.6	26.8	56.9	0.0	89.9	21.8	0.0	193	6	0	20.1
2019-06-02 05:00	25.6	26.8	56.9	0.0	89.8	21.9	0.0	173	4	0	20.1
2019-06-02 05:15	25.6	26.7	56.9	0.0	90.3	21.9	0.0	208	3	0	20.2
2019-06-02 05:30	25.6	26.7	56.9	0.0	91.3	21.8	0.0	269	4	0	20.3
2019-06-02 05:45	25.5	26.6	56.9	0.0	92.4	21.6	0.0	261	6	1	20.3
2019-06-02 06:00	25.4	26.6	56.9	0.0	93.0	21.4	0.0	262	3	0	20.2
2019-06-02 06:15	25.4	26.5	56.9	0.0	93.3	21.6	0.0	273	3	0	20.5
2019-06-02 06:30	25.4	26.4	56.9	0.0	93.0	21.6	0.0	300	1	0	20.4
2019-06-02 06:45	25.4	26.4	56.9	2.0	92.9	21.7	0.0	300	1	0	20.5
2019-06-02 07:00	25.4	26.4	56.9	7.0	92.3	21.8	0.0	72	4	0	20.5
2019-06-02 07:15	25.4	26.3	56.9	11.0	91.9	22.1	0.0	86	8	3	20.7
2019-06-02 07:30	25.4	26.3	56.9	8.0	90.7	22.3	0.0	83	16	6	20.7
2019-06-02 07:45	25.3	26.3	56.9	13.0	94.2	21.9	0.0	97	20	9	20.9
2019-06-02 08:00	25.3	26.2	56.9	85.0	95.6	21.7	0.0	111	20	9	21.0
2019-06-02 08:15	25.4	26.2	56.6	287.0	91.2	22.4	0.0	115	17	8	20.9
2019-06-02 08:30	26.0	26.3	56.0	313.0	86.0	22.8	0.0	110	12	8	20.3
2019-06-02 08:45	26.7	26.4	55.8	383.0	78.8	24.2	0.0	88	11	4	20.3
2019-06-02 09:00	27.3	26.7	55.8	370.0	74.7	24.8	0.0	79	9	4	20.0
2019-06-02 09:15	28.1	27.0	55.8	495.0	71.5	25.8	0.0	74	8	3	20.3
2019-06-02 09:30	28.8	27.3	55.7	523.0	69.2	26.4	0.0	50	4	1	20.3
2019-06-02 09:45	29.7	27.8	55.7	594.0	69.9	27.2	0.0	216	6	1	21.2
2019-06-02 10:00	30.5	28.3	55.5	599.0	70.6	27.6	0.0	320	6	3	21.8
2019-06-02 10:15	31.3	28.7	55.4	689.0	68.0	28.1	0.0	336	6	1	21.6
2019-06-02 10:30	32.3	29.3	55.2	730.0	67.1	28.8	0.0	330	9	1	22.1
2019-06-02 10:45	32.8	29.9	55.2	436.0	69.9	28.3	0.0	324	8	3	22.3
2019-06-02 11:00	32.7	30.3	56.0	351.0	71.2	27.8	0.0	319	9	3	22.1
2019-06-02 11:15	32.6	30.5	56.2	370.0	71.5	27.8	0.0	326	8	3	22.2
2019-06-02 11:30	32.6	30.6	56.2	442.0	70.9	28.2	0.0	289	8	3	22.4
2019-06-02 11:45	32.9	30.7	55.8	611.0	69.3	28.9	0.0	330	12	4	22.7
2019-06-02 12:00	33.3	30.9	55.7	600.0	69.2	29.0	0.0	333	11	4	22.8
2019-06-02 12:15	33.8	31.3	55.8	520.0	68.8	29.2	0.0	326	14	8	22.9
2019-06-02 12:30	34.0	31.6	55.8	609.0	67.0	29.7	0.0	316	20	9	22.9
2019-06-02 12:45	34.8	31.8	55.8	982.0	62.3	30.9	0.0	323	20	11	22.8
2019-06-02 13:00	35.9	32.3	55.7	974.0	61.6	31.2	0.0	324	17	9	22.9
2019-06-02 13:15	36.9	32.8	55.7	981.0	60.1	31.4	0.0	324	17	8	22.7
2019-06-02 13:30	37.8	33.4	55.8	989.0	57.8	31.9	0.0	307	12	6	22.6
2019-06-02 13:45	38.6	34.1	56.2	989.0	57.1	32.0	0.0	314	17	9	22.4
2019-06-02 14:00	39.2	34.7	56.6	990.0	56.6	32.3	0.0	304	24	8	22.6
2019-06-02 14:15	39.8	35.2	56.4	1003.0	56.6	32.4	0.0	319	19	6	22.7
2019-06-02 14:30	40.3	35.8	56.4	834.0	57.0	32.3	0.0	312	11	4	22.7
2019-06-02 14:45	40.5	36.2	56.4	909.0	55.9	32.8	0.0	297	11	6	22.8
2019-06-02 15:00	40.9	36.6	56.4	815.0	55.4	33.1	0.0	303	9	3	23.0
2019-06-02 15:15	41.1	36.9	56.6	899.0	54.4	33.2	0.0	296	9	3	22.8
2019-06-02 15:30	41.1	37.2	56.6	496.0	54.8	33.0	0.0	271	9	1	22.7
2019-06-02 15:45	40.5	37.3	56.7	585.0	52.1	33.6	0.0	262	4	0	22.4
2019-06-02 16:00	40.3	37.4	56.9	557.0	54.2	33.4	0.0	259	11	1	22.9
2019-06-02 16:15	40.3	37.4	56.7	645.0	54.0	33.6	0.0	280	9	3	23.0
2019-06-02 16:30	40.0	37.4	56.6	365.0	56.1	32.6	0.0	293	8	3	22.7
2019-06-02 16:45	39.5	37.3	56.4	447.0	57.1	32.4	0.0	289	12	4	22.8
2019-06-02 17:00	39.3	37.2	56.6	645.0	53.4	33.3	0.0	272	11	4	22.5
2019-06-02 17:15	39.4	37.2	56.7	561.0	53.4	33.3	0.0	293	9	4	22.5
2019-06-02 17:30	39.3	37.2	56.6	526.0	54.4	33.2	0.0	302	11	4	22.8
2019-06-02 17:45	38.9	37.2	56.4	456.0	54.4	32.8	0.0	296	12	4	22.4
2019-06-02 18:00	38.6	37.1	56.4	441.0	55.0	32.9	0.0	299	11	4	22.7
2019-06-02 18:15	38.2	36.9	56.4	349.0	53.8	33.0	0.0	300	9	3	22.4
2019-06-02 18:30	37.5	36.7	56.7	232.0	55.6	32.5	0.0	312	8	4	22.5
2019-06-02 18:45	36.7	36.4	56.6	183.0	56.5	32.3	0.0	269	17	6	22.5
2019-06-02 19:00	35.9	36.1	56.6	151.0	57.6	31.7	0.0	288	8	3	22.3
2019-06-02 19:15	35.3	35.7	56.7	129.0	59.3	31.4	0.0	269	11	3	22.5
2019-06-02 19:30	34.7	35.2	56.7	134.0	59.5	31.3	0.0	276	9	3	22.5
2019-06-02 19:45	34.2	34.8	56.9	97.0	61.8	30.5	0.0	273	8	1	22.3
2019-06-02 20:00	33.7	34.5	57.0	58.0	64.6	29.7	0.0	279	6	1	22.3
2019-06-02 20:15	33.2	34.1	57.0	26.0	69.2	28.8	0.0	254	3	0	22.6
2019-06-02 20:30	32.7	33.7	57.0	5.0	74.5	27.8	0.0	207	3	0	22.8
2019-06-02 20:45	32.2	33.4	57.0	0.0	78.5	27.1	0.0	166	1	0	23.0
2019-06-02 21:00	31.8	33.0	57.0	0.0	79.9	26.8	0.0	211	1	0	23.0
2019-06-02 21:15	31.4	32.7	56.9	0.0	81.6	26.4	0.0	214	1	0	23.0
2019-06-02 21:30	31.1	32.4	56.7	0.0	81.4	26.3	0.0	216	4	0	22.9
2019-06-02 21:45	30.7	32.1	56.6	0.0	81.0	26.3	0.0	228	3	0	22.8
2019-06-02 22:00	30.4	31.8	56.6	0.0	82.7	26.0	0.0	230	1	0	22.8
2019-06-02 22:15	30.1	31.4	56.6	0.0	83.5	25.9	0.0	230	4	0	22.9
2019-06-02 22:30	29.8	31.2	56.6	0.0	84.1	25.7	0.0	228	3	0	22.8
2019-06-02 22:45	29.6	31.0	56.6	0.0	84.8	25.4	0.0	240	3	0	22.7
2019-06-02 23:00	29.3	30.7	56.6	0.0	85.5	25.4	0.0	238	4	0	22.8
2019-06-02 23:15	29.1	30.5	56.6	0.0	86.9	25.1	0.0	237	1	0	22.8
2019-06-02 23:30	28.9	30.3	56.6	0.0	87.8	24.9	0.0	235	3	0	22.7
2019-06-02 23:45	28.7	30.1	56.6	0.0	89.1	24.7	0.0	241	3	0	22.8
2019-06-03 00:00	28.5	29.9	56.6	0.0	89.3	24.7	0.0	231	4	0	22.8
2019-06-03 00:15	28.3	29.7	56.6	0.0	90.4	24.6	0.0	240	1	0	22.9
2019-06-03 00:30	28.2	29.6	56.6	0.0	89.0	24.7	0.0	272	4	0	22.8
2019-06-03 00:45	28.1	29.4	56.6	0.0	87.2	24.9	0.0	271	3	0	22.6
2019-06-03 01:00	27.9	29.3	56.6	0.0	87.7	24.8	0.0	271	3	0	22.6
2019-06-03 01:15	27.8	29.2	56.6	0.0	88.2	24.5	0.0	292	1	0	22.4
2019-06-03 01:30	27.7	29.0	56.6	0.0	88.8	24.3	0.0	302	1	0	22.3
2019-06-03 01:45	27.6	28.8	56.6	0.0	90.1	24.2	0.0	288	1	0	22.5
2019-06-03 02:00	27.4	28.7	56.7	0.0	91.8	23.7	0.0	288	0	0	22.3
2019-06-03 02:15	27.3	28.6	56.6	0.0	91.4	23.9	0.0	309	1	0	22.4
2019-06-03 02:30	27.2	28.4	56.7	0.0	92.8	23.4	0.0	320	1	0	22.2
2019-06-03 02:45	27.0	28.3	56.7	0.0	94.6	23.1	0.0	321	0	0	22.2
2019-06-03 03:00	26.9	28.2	56.6	0.0	93.5	23.5	0.0	344	3	0	22.4
2019-06-03 03:15	26.7	28.1	56.6	0.0	95.0	23.1	0.0	353	1	0	22.3
2019-06-03 03:30	26.6	27.9	56.4	0.0	96.2	22.7	0.0	353	0	0	22.1
2019-06-03 03:45	26.5	27.8	56.4	0.0	97.4	22.2	0.0	353	0	0	21.8
2019-06-03 04:00	26.3	27.7	56.2	0.0	98.0	21.9	0.0	353	0	0	21.6
2019-06-03 04:15	26.2	27.6	56.4	0.0	98.6	21.9	0.0	353	0	0	21.7
2019-06-03 04:30	26.1	27.4	56.4	0.0	98.8	21.5	0.0	353	0	0	21.3
2019-06-03 04:45	25.9	27.3	56.4	0.0	99.1	20.9	0.0	353	1	0	20.8
2019-06-03 05:00	25.8	27.2	56.2	0.0	99.4	21.2	0.0	353	0	0	21.1
2019-06-03 05:15	25.7	27.1	56.2	0.0	99.6	20.8	0.0	353	0	0	20.7
2019-06-03 05:30	25.5	26.9	56.2	0.0	99.8	21.0	0.0	353	0	0	21.0
2019-06-03 05:45	25.4	26.8	56.2	0.0	99.9	21.1	0.0	353	0	0	21.1
2019-06-03 06:00	25.2	26.7	56.2	0.0	99.9	21.3	0.0	353	0	0	21.3
2019-06-03 06:15	25.2	26.6	56.2	0.0	99.9	20.8	0.0	353	0	0	20.8
2019-06-03 06:30	25.1	26.5	56.2	3.0	99.9	21.2	0.0	345	1	0	21.2
2019-06-03 06:45	25.0	26.4	56.2	14.0	99.9	21.7	0.0	283	3	0	21.7
2019-06-03 07:00	25.0	26.3	56.2	38.0	99.9	22.2	0.0	265	3	0	22.2
2019-06-03 07:15	25.1	26.3	56.2	41.0	99.9	22.3	0.0	254	3	0	22.3
2019-06-03 07:30	25.1	26.2	56.2	46.0	99.7	22.6	0.0	251	4	1	22.6
2019-06-03 07:45	25.2	26.2	56.2	68.0	99.5	22.8	0.0	282	4	1	22.7
2019-06-03 08:00	25.3	26.2	56.0	98.0	99.2	23.2	0.0	276	4	0	23.1
2019-06-03 08:15	25.6	26.3	56.0	100.0	98.5	23.4	0.0	312	3	0	23.1
2019-06-03 08:30	25.8	26.4	56.0	97.0	97.9	23.8	0.0	129	1	0	23.4
2019-06-03 08:45	26.2	26.4	55.5	319.0	94.1	25.2	0.0	312	4	0	24.2
2019-06-03 09:00	27.1	26.6	55.2	402.0	90.3	26.1	0.0	333	4	1	24.4
2019-06-03 09:15	27.9	27.0	55.2	356.0	89.3	26.3	0.0	343	8	1	24.4
2019-06-03 09:30	28.3	27.4	55.2	327.0	89.2	26.1	0.0	347	6	1	24.2
2019-06-03 09:45	28.9	27.7	55.0	512.0	85.0	27.2	0.0	165	9	3	24.5
2019-06-03 10:00	29.6	28.0	55.0	301.0	85.8	26.8	0.0	224	9	3	24.2
2019-06-03 10:15	29.8	28.4	55.2	389.0	83.8	27.1	0.0	101	11	4	24.1
2019-06-03 10:30	30.5	28.7	54.8	586.0	79.9	28.2	0.0	206	9	3	24.4
2019-06-03 10:45	31.1	29.1	54.8	442.0	79.8	27.9	0.0	204	11	4	24.1
2019-06-03 11:00	31.9	29.4	54.6	667.0	75.3	29.2	0.0	93	12	3	24.4
2019-06-03 11:15	32.5	29.9	54.6	440.0	76.0	28.9	0.0	286	6	1	24.2
2019-06-03 11:30	32.7	30.3	54.6	474.0	74.1	29.4	0.0	268	4	1	24.3
2019-06-03 11:45	33.2	30.7	54.6	543.0	69.8	29.9	0.0	173	6	1	23.8
2019-06-03 12:00	33.6	31.0	55.0	642.0	68.1	30.5	0.0	279	9	1	23.9
2019-06-03 12:15	34.5	31.3	54.8	744.0	64.3	31.6	0.0	316	6	1	24.0
2019-06-03 12:30	35.3	31.8	54.8	648.0	65.2	30.8	0.0	268	6	1	23.5
2019-06-03 12:45	35.6	32.3	55.4	617.0	63.1	31.3	0.0	303	8	3	23.4
2019-06-03 13:00	35.9	32.7	55.4	591.0	61.4	31.4	0.0	273	12	4	23.1
2019-06-03 13:15	36.1	33.0	55.5	611.0	59.1	31.4	0.0	262	9	6	22.4
2019-06-03 13:30	36.4	33.3	55.5	764.0	56.5	32.2	0.0	273	14	4	22.5
2019-06-03 13:45	37.0	33.6	55.4	760.0	55.3	32.4	0.0	289	12	4	22.3
2019-06-03 14:00	37.4	34.0	55.5	651.0	55.0	32.1	0.0	307	12	6	21.9
2019-06-03 14:15	37.4	34.3	55.7	530.0	57.1	31.9	0.0	306	11	4	22.3
2019-06-03 14:30	37.4	34.6	55.5	645.0	56.1	32.0	0.0	309	12	6	22.2
2019-06-03 14:45	37.9	34.7	55.7	976.0	54.4	32.9	0.0	304	12	6	22.5
2019-06-03 15:00	38.8	35.0	55.5	977.0	54.4	33.2	0.0	307	11	6	22.8
2019-06-03 15:15	39.6	35.6	55.2	989.0	54.5	33.2	0.0	310	16	8	22.8
2019-06-03 15:30	40.2	36.1	55.4	866.0	52.5	33.2	0.0	285	17	8	22.2
2019-06-03 15:45	40.4	36.4	55.7	867.0	54.0	32.9	0.0	306	14	8	22.4
2019-06-03 16:00	40.7	36.8	55.7	764.0	53.0	33.2	0.0	299	16	8	22.3
2019-06-03 16:15	40.6	37.1	55.8	706.0	52.0	32.9	0.0	288	16	8	21.7
2019-06-03 16:30	40.6	37.3	55.8	672.0	53.5	33.0	0.0	309	17	6	22.3
2019-06-03 16:45	40.4	37.4	56.0	571.0	52.2	33.0	0.0	300	17	8	21.9
2019-06-03 17:00	40.3	37.6	56.2	604.0	52.7	33.0	0.0	299	16	6	22.1
2019-06-03 17:15	39.9	37.6	56.0	551.0	52.6	32.7	0.0	300	12	6	21.7
2019-06-03 17:30	39.6	37.5	56.0	559.0	50.4	33.2	0.0	292	16	8	21.5
2019-06-03 17:45	39.2	37.4	55.8	500.0	52.2	32.8	0.0	313	14	6	21.7
2019-06-03 18:00	38.8	37.3	55.7	417.0	52.1	32.7	0.0	293	19	8	21.6
2019-06-03 18:15	38.2	37.1	56.0	355.0	53.4	32.6	0.0	312	16	6	21.9
2019-06-03 18:30	37.5	36.9	56.2	241.0	52.0	32.4	0.0	302	16	6	21.3
2019-06-03 18:45	36.6	36.6	55.8	180.0	52.3	32.1	0.0	303	12	6	21.1
2019-06-03 19:00	35.8	36.1	56.0	127.0	55.9	31.2	0.0	302	11	4	21.4
2019-06-03 19:15	35.1	35.7	56.2	107.0	56.7	31.2	0.0	302	9	3	21.6
2019-06-03 19:30	34.4	35.2	56.2	45.0	59.8	30.2	0.0	300	6	1	21.5
2019-06-03 19:45	33.7	34.8	56.4	34.0	61.7	29.3	0.0	303	4	0	21.2
2019-06-03 20:00	33.2	34.3	56.6	18.0	64.9	28.7	0.0	286	4	0	21.4
2019-06-03 20:15	32.7	33.9	56.6	11.0	68.5	28.0	0.0	286	0	0	21.7
2019-06-03 20:30	32.2	33.6	56.6	3.0	78.5	26.7	0.0	286	0	0	22.6
2019-06-03 20:45	31.8	33.2	56.6	0.0	82.6	25.2	0.0	217	0	0	22.0
2019-06-03 21:00	31.4	32.8	56.6	0.0	86.4	25.4	0.0	320	0	0	23.0
2019-06-03 21:15	31.2	32.5	56.4	0.0	87.1	25.6	0.0	320	0	0	23.3
