FRMI
                    	Temperature (*C)	Temperature (*C)	Soil Moist-VWC (%VWC)	Solar Rad (wat/m2)	RH (%)	Temperature (*C)	Rainfall (mm)	Wind Dir (Deg)	Wind Gust (km/h)	Wind Speed (km/h)	Dew Point (*C)
                    	*C	*C	%VWC	wat/m2	%	*C	mm	Deg	km/h	km/h	*C
Date and Time   	TMPA	TMPB	VWCC	SRD	HMD	TMP	RNF	WND	WNG	WNS	DEW
2019-09-01 00:00	20.2	21.3	10.9	0.0	93.6	17.4	1.2	341	3	0	16.4
2019-09-01 00:30	19.9	21.1	11.3	0.0	95.6	17.3	1.5	358	3	0	16.6
2019-09-01 01:00	19.8	20.9	8.1	0.0	95.9	17.3	1.0	29	6	0	16.6
2019-09-01 01:30	19.4	20.7	10.4	0.0	95.6	17.3	1.0	31	4	0	16.6
2019-09-01 02:00	19.4	20.5	6.2	0.0	95.9	17.1	0.2	74	6	0	16.4
2019-09-01 02:30	19.3	20.4	2.6	0.0	96.0	16.9	0.2	152	3	0	16.3
2019-09-01 03:00	19.3	20.3	3.2	0.0	96.5	16.9	0.5	197	3	0	16.3
2019-09-01 03:30	19.3	20.2	4.8	0.0	96.5	16.9	0.2	21	6	0	16.3
2019-09-01 04:00	19.1	20.2	9.0	0.0	95.9	16.8	0.7	42	8	1	16.1
2019-09-01 04:30	18.9	20.0	1.1	0.0	96.3	16.7	0.2	36	8	1	16.1
2019-09-01 05:00	18.8	19.9	0.0	0.0	96.1	16.5	0.0	60	11	3	15.9
2019-09-01 05:30	18.7	19.8	0.0	0.0	96.1	16.3	0.0	53	9	1	15.7
2019-09-01 06:00	18.6	19.7	0.0	0.0	95.9	16.0	0.0	80	9	1	15.3
2019-09-01 06:30	18.3	19.6	0.0	0.0	95.6	15.7	0.0	110	11	1	15.0
2019-09-01 07:00	18.3	19.4	0.0	8.0	95.9	15.8	0.0	110	4	0	15.1
2019-09-01 07:30	18.3	19.3	0.0	27.0	95.7	15.9	0.0	57	4	0	15.2
2019-09-01 08:00	18.5	19.3	0.0	107.0	94.3	16.6	0.0	118	3	0	15.7
2019-09-01 08:30	19.5	19.5	0.0	249.0	90.7	17.7	0.0	295	8	0	16.2
2019-09-01 09:00	21.4	20.1	0.0	305.0	85.0	18.7	0.0	94	8	1	16.1
2019-09-01 09:30	21.7	20.7	0.0	223.0	83.9	18.5	0.0	104	4	0	15.7
2019-09-01 10:00	22.3	21.1	0.0	261.0	82.3	18.8	0.0	81	8	1	15.7
2019-09-01 10:30	22.7	21.5	0.0	292.0	80.9	19.2	0.0	40	9	0	15.8
2019-09-01 11:00	23.8	21.9	0.0	444.0	78.2	20.2	0.0	46	8	1	16.3
2019-09-01 11:30	26.2	22.9	0.0	700.0	74.7	21.4	0.0	73	8	1	16.7
2019-09-01 12:00	26.6	23.9	0.0	368.0	75.0	21.2	0.0	117	6	0	16.6
2019-09-01 12:30	25.9	24.2	0.0	280.0	74.4	21.3	0.0	104	3	0	16.6
2019-09-01 13:00	25.9	24.3	0.0	314.0	74.3	21.7	0.0	139	3	0	16.9
2019-09-01 13:30	25.3	24.4	0.0	203.0	75.3	21.4	0.0	206	1	0	16.8
2019-09-01 14:00	25.3	24.3	0.0	303.0	73.7	21.9	0.0	232	4	0	17.0
2019-09-01 14:30	25.7	24.4	0.0	273.0	72.5	22.2	0.0	278	4	0	17.0
2019-09-01 15:00	25.4	24.5	0.0	194.0	74.4	21.9	0.0	251	1	0	17.1
2019-09-01 15:30	25.3	24.4	0.0	254.0	72.5	22.6	0.0	288	4	0	17.4
2019-09-01 16:00	25.8	24.5	0.0	361.0	72.2	22.8	0.0	252	3	0	17.5
2019-09-01 16:30	26.4	24.9	0.0	266.0	71.8	22.9	0.0	156	3	0	17.5
2019-09-01 17:00	25.8	25.0	0.0	144.0	75.7	22.2	0.0	182	3	0	17.7
2019-09-01 17:30	24.9	24.7	0.0	107.0	76.8	21.9	0.0	187	1	0	17.6
2019-09-01 18:00	24.6	24.4	0.0	72.0	76.7	21.9	0.0	187	0	0	17.6
2019-09-01 18:30	24.1	24.1	0.0	36.0	81.0	21.4	0.0	187	1	0	18.0
2019-09-01 19:00	23.4	23.8	0.0	12.0	84.9	20.7	0.0	201	1	0	18.1
2019-09-01 19:30	22.9	23.4	0.0	1.0	87.4	20.2	0.0	201	1	0	18.0
2019-09-01 20:00	22.4	23.1	0.0	0.0	88.3	19.8	0.0	201	0	0	17.8
2019-09-01 20:30	22.2	22.8	0.0	0.0	90.7	19.5	0.0	201	0	0	17.9
2019-09-01 21:00	22.0	22.6	0.0	0.0	90.6	19.4	0.0	201	0	0	17.8
2019-09-01 21:30	21.6	22.4	0.0	0.0	92.6	18.6	0.0	201	0	0	17.4
