FRMI
                    	Temperature (*C)	Temperature (*C)	Soil Moist-VWC (%VWC)	Solar Rad (wat/m2)	RH (%)	Temperature (*C)	Rainfall (mm)	Wind Dir (Deg)	Wind Gust (km/h)	Wind Speed (km/h)	Dew Point (*C)
                    	*C	*C	%VWC	wat/m2	%	*C	mm	Deg	km/h	km/h	*C
Date and Time   	TMPA	TMPB	VWCC	SRD	HMD	TMP	RNF	WND	WNG	WNS	DEW
2020-06-25 13:30	38.0	30.2	23.7	904.0	50.7	27.3	0.0	204	14	6	16.2
2020-06-25 14:00	36.2	30.5	21.0	681.0	49.9	27.2	0.0	244	12	4	15.8
2020-06-25 14:30	37.3	30.8	20.9	773.0	46.8	27.7	0.0	218	16	4	15.3
2020-06-25 15:00	38.3	31.3	20.6	739.0	45.9	28.2	0.0	227	14	4	15.4
2020-06-25 15:30	37.8	31.7	20.9	635.0	46.6	27.8	0.0	241	14	4	15.3
2020-06-25 16:00	38.1	31.8	20.7	773.0	45.5	28.6	0.0	223	14	6	15.7
2020-06-25 16:30	37.8	32.1	20.9	595.0	45.6	28.2	0.0	228	17	6	15.3
2020-06-25 17:00	36.9	32.1	21.0	573.0	45.3	28.4	0.0	230	14	6	15.4
2020-06-25 17:30	36.4	31.9	21.0	509.0	45.1	28.6	0.0	213	16	4	15.5
2020-06-25 18:00	35.4	31.7	21.0	423.0	45.3	28.4	0.0	210	14	4	15.4
2020-06-25 18:30	33.9	31.4	21.0	324.0	44.6	27.7	0.0	217	17	6	14.5
2020-06-25 19:00	32.3	30.8	20.9	241.0	43.1	27.3	0.0	224	16	6	13.7
2020-06-25 19:30	30.8	30.1	20.9	132.0	48.1	26.4	0.0	228	11	1	14.5
2020-06-25 20:00	29.1	29.3	20.9	42.0	54.8	24.6	0.0	227	4	0	14.9
2020-06-25 20:30	27.9	28.5	20.3	10.0	61.5	23.3	0.0	227	0	0	15.5
2020-06-25 21:00	26.9	27.8	20.2	0.0	67.2	22.1	0.0	227	0	0	15.7
2020-06-25 21:30	25.9	27.1	20.1	0.0	71.4	20.8	0.0	227	0	0	15.4
2020-06-25 22:00	24.9	26.4	20.0	0.0	80.5	19.1	0.0	227	0	0	15.7
2020-06-25 22:30	24.2	25.8	20.0	0.0	85.8	18.3	0.0	227	0	0	15.9
2020-06-25 23:00	23.6	25.3	20.0	0.0	83.3	18.0	0.0	227	0	0	15.1
2020-06-25 23:30	23.2	24.9	19.9	0.0	87.0	17.8	0.0	227	0	0	15.6
2020-06-26 00:00	22.7	24.5	19.6	0.0	86.0	17.7	0.0	227	0	0	15.3
2020-06-26 00:30	22.1	24.1	19.6	0.0	79.7	18.1	0.0	227	0	0	14.5
2020-06-26 01:00	21.6	23.7	19.6	0.0	83.1	17.2	0.0	227	0	0	14.3
2020-06-26 01:30	21.2	23.3	19.5	0.0	85.8	16.6	0.0	210	3	0	14.2
2020-06-26 02:00	20.9	22.9	19.5	0.0	84.3	16.6	0.0	117	8	0	13.9
2020-06-26 02:30	20.6	22.7	19.4	0.0	85.1	16.2	0.0	114	0	0	13.7
2020-06-26 03:00	20.3	22.3	19.2	0.0	89.4	15.4	0.0	114	0	0	13.7
2020-06-26 03:30	20.2	22.1	19.1	0.0	92.7	15.3	0.0	114	0	0	14.1
2020-06-26 04:00	20.2	21.9	19.2	0.0	91.4	15.9	0.0	115	0	0	14.5
2020-06-26 04:30	20.3	21.8	19.2	0.0	92.0	16.1	0.0	114	0	0	14.8
2020-06-26 05:00	20.3	21.8	19.2	0.0	88.6	17.0	0.0	115	0	0	15.1
2020-06-26 05:30	20.4	21.7	19.2	5.0	87.4	17.5	0.0	115	0	0	15.4
2020-06-26 06:00	20.6	21.7	19.2	17.0	83.7	18.3	0.0	122	3	0	15.5
2020-06-26 06:30	20.9	21.7	19.2	35.0	79.1	19.3	0.0	141	4	0	15.6
2020-06-26 07:00	21.1	21.8	19.2	20.0	80.1	19.3	0.0	158	4	0	15.8
2020-06-26 07:30	20.9	21.8	19.1	8.0	87.5	18.6	0.5	115	3	0	16.5
2020-06-26 08:00	20.8	21.8	18.7	34.0	88.6	18.7	1.0	97	6	1	16.8
2020-06-26 08:30	21.3	21.7	18.8	122.0	86.7	19.5	0.0	93	4	0	17.2
2020-06-26 09:00	22.9	22.1	19.2	241.0	84.5	20.9	0.0	97	8	1	18.2
2020-06-26 09:30	24.6	22.8	19.6	310.0	80.7	22.6	0.0	153	6	1	19.1
2020-06-26 10:00	23.9	23.3	19.4	71.0	86.5	21.4	0.5	180	3	0	19.1
2020-06-26 10:30	23.6	23.2	19.0	81.0	88.4	21.4	0.7	172	3	0	19.4
2020-06-26 11:00	23.1	23.2	18.8	41.0	89.9	20.8	0.7	196	1	0	19.1
